  -4.70226;   7.00000;   4.70226;  71.59272
   4.70226;  -7.00000;   4.70226;  11.03532
   4.70226;  -7.00000;   4.70226;  24.74014
  -4.70226;   7.00000;   4.70226;  26.85194
   7.00000;   4.70226;   4.70226;  43.20293
   7.00000;   4.70226;   4.70226; 115.91418
  -4.70226;   7.00000;   4.70226;  45.66014
   4.70226;  -7.00000;   4.70226;  22.33447
  -7.00000;  -4.70226;   4.70226;  17.88801
  -7.00000;  -4.70226;   4.70226;  29.92109
   7.00000;   4.70226;   4.70226;  35.86618
   7.00000;   4.70226;   4.70226;  40.17660
   4.70226;  -7.00000;   4.70226;   9.99395
   7.00000;   4.70226;   4.70226;  30.44689
  -7.00000;  -4.70226;   4.70226;  67.00479
   4.70226;  -7.00000;   4.70226;  28.66105
   7.00000;   4.70226;   4.70226;  64.29172
   4.70226;  -7.00000;   4.70226;  17.48565
  -4.70226;   7.00000;   4.70226; 124.62041
   7.00000;   4.70226;   4.70226; 318.01536
   4.70226;  -7.00000;   4.70226; 112.34038
   4.70226;  -7.00000;   4.70226; 138.91303
   7.00000;   4.70226;   4.70226;  54.81834
   7.00000;   4.70226;   4.70226;  35.88201
   4.70226;  -7.00000;   4.70226;  19.87026
   7.00000;   4.70226;   4.70226;  84.21572
   4.70226;  -7.00000;   4.70226;  15.97851
  -7.00000;  -4.70226;   4.70226;  32.12888
   4.70226;  -7.00000;   4.70226;  58.22685
  -4.70226;   7.00000;   4.70226; 283.58161
   4.70226;  -7.00000;   4.70226; 167.57769
   4.70226;  -7.00000;   4.70226;  26.35284
  -4.70226;   7.00000;   4.70226; 106.65738
  -7.00000;  -4.70226;   4.70226;  84.03595
   4.70226;  -7.00000;   4.70226;  17.57966
  -7.00000;  -4.70226;   4.70226; 105.96767
   4.70226;  -7.00000;   4.70226;  12.08769
   4.70226;  -7.00000;   4.70226;  11.24315
   4.70226;  -7.00000;   4.70226;  19.87912
   4.70226;  -7.00000;   4.70226; 103.14830
  -4.70226;   7.00000;   4.70226;  35.01662
   4.70226;  -7.00000;   4.70226; 118.88919
   4.70226;  -7.00000;   4.70226;  40.77927
   4.70226;  -7.00000;   4.70226; 134.69771
   7.00000;   4.70226;   4.70226; 136.06110
   4.70226;  -7.00000;   4.70226;  13.84667
  -7.00000;  -4.70226;   4.70226;  80.56697
   4.70226;  -7.00000;   4.70226;  14.83985
  -4.70226;   7.00000;   4.70226; 110.23456
   4.70226;  -7.00000;   4.70226;  58.08810
   7.00000;   4.70226;   4.70226;  78.64379
   7.00000;   4.70226;   4.70226;  13.99439
  -7.00000;  -4.70226;   4.70226;  48.71820
  -4.70226;   7.00000;   4.70226;  29.60955
  -4.70226;   7.00000;   4.70226; 307.28100
   4.70226;  -7.00000;   4.70226;  60.37741
  -7.00000;  -4.70226;   4.70226; 213.26430
   4.70226;  -7.00000;   4.70226;  13.30142
