   4.70226;  -7.00000;   4.70226;  45.84098
   4.70226;  -7.00000;   4.70226;  35.69208
   7.00000;   4.70226;   4.70226; 157.14839
   4.70226;  -7.00000;   4.70226; 117.54035
   7.00000;   4.70226;   4.70226; 154.19347
  -7.00000;  -4.70226;   4.70226;  20.93816
   4.70226;  -7.00000;   4.70226;   8.59591
   7.00000;   4.70226;   4.70226; 185.75680
   4.70226;  -7.00000;   4.70226;  88.68405
  -7.00000;  -4.70226;   4.70226;  63.83242
   4.70226;  -7.00000;   4.70226;  42.79618
   4.70226;  -7.00000;   4.70226;  13.53948
  -7.00000;  -4.70226;   4.70226; 133.78096
   4.70226;  -7.00000;   4.70226;  17.98226
  -7.00000;  -4.70226;   4.70226; 571.34292
   4.70226;  -7.00000;   4.70226;  17.14950
   4.70226;  -7.00000;   4.70226;  16.37137
   4.70226;  -7.00000;   4.70226;  28.43251
   4.70226;  -7.00000;   4.70226;  92.03152
  -4.70226;   7.00000;   4.70226;  87.31091
  -4.70226;   7.00000;   4.70226;  24.48596
   4.70226;  -7.00000;   4.70226;  81.47276
   7.00000;   4.70226;   4.70226;  65.93712
   4.70226;  -7.00000;   4.70226;  62.52158
   4.70226;  -7.00000;   4.70226; 302.59302
   7.00000;   4.70226;   4.70226;  64.62432
   4.70226;  -7.00000;   4.70226; 138.44352
  -7.00000;  -4.70226;   4.70226; 130.81040
   4.70226;  -7.00000;   4.70226; 283.16679
   4.70226;  -7.00000;   4.70226;  10.25400
   4.70226;  -7.00000;   4.70226; 449.00683
   4.70226;  -7.00000;   4.70226; 156.21190
   4.70226;  -7.00000;   4.70226; 116.14522
  -4.70226;   7.00000;   4.70226; 461.19432
   4.70226;  -7.00000;   4.70226;  15.85071
  -7.00000;  -4.70226;   4.70226;  33.21849
   4.70226;  -7.00000;   4.70226;  21.23564
  -4.70226;   7.00000;   4.70226; 112.14727
  -7.00000;  -4.70226;   4.70226;  24.36822
   4.70226;  -7.00000;   4.70226; 476.17455
   7.00000;   4.70226;   4.70226; 102.06793
  -4.70226;   7.00000;   4.70226;  35.64357
  -7.00000;  -4.70226;   4.70226;  90.04678
